0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
1056,The British Journal of Social Work,Oxford Journals (CRKN),https://academic.oup.com/bjsw/issue,Oxford University Press,0045-3102,1468-263X,1996-02-01,Present,,,,,,
1057,Community Development Journal,Oxford Journals (CRKN),https://academic.oup.com/cdj/issue,Oxford University Press,0010-3802,1468-2656,1996-01-01,Present,,,,,,
1058,European sociological review,Oxford Journals (CRKN),https://academic.oup.com/esr/issue,Oxford University Press,0266-7215,1468-2672,1996-05-01,Present,,,,,,
1059,Social Science Japan Journal,Oxford Journals (CRKN),https://academic.oup.com/ssjj/issue,Oxford University Press,1369-1465,1468-2680,1998-04-01,Present,,,,,,
1060,Journal of Economic Geography,Oxford Journals (CRKN),https://academic.oup.com/joeg/issue,Oxford University Press,1468-2702,1468-2710,2001-01-01,Present,,,,,,
1061,Age and Ageing,Oxford Journals (CRKN),https://academic.oup.com/ageing/issue,Oxford University Press,0002-0729,1468-2834,1996-01-01,Present,,,,,,
1062,British Journal of Aesthetics,Oxford Journals (CRKN),https://academic.oup.com/bjaesthetics/issue,Oxford University Press,0007-0904,1468-2842,1996-01-01,Present,,,,,,
1063,Journal of Urban Health,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11524,Springer Science+Business Media B.V.,1099-3460,1468-2869,1998-01-01,Present,,,,,,
1064,Communication Theory,Oxford Journals (CRKN),https://academic.oup.com/ct/issue,Oxford University Press,1050-3293,1468-2885,1996-02-01,Present,,,,,,
1065,"Social Politics: International Studies in Gender, State & Society",Oxford Journals (CRKN),https://academic.oup.com/sp/issue,Oxford University Press,1072-4745,1468-2893,1996-01-01,Present,,,,,,
1066,French Studies,Oxford Journals (CRKN),https://academic.oup.com/fs/issue,Oxford University Press,0016-1128,1468-2931,1996-01-01,Present,,,,,,
1067,Human Communication Research,Oxford Journals (CRKN),https://academic.oup.com/hcr/issue,Oxford University Press,0360-3989,1468-2958,1996-03-01,Present,,,,,,
1068,Astronomy & Geophysics,Oxford Journals (CRKN),https://academic.oup.com/astrogeo/issue,Oxford University Press,1366-8781,1468-4004,1997-02-01,Present,,,,,,
1069,Biostatistics,Oxford Journals (CRKN),https://academic.oup.com/biostatistics/issue,Oxford University Press,1465-4644,1468-4357,2000-03-01,Present,,,,,,
1070,American literary history,Oxford Journals (CRKN),https://academic.oup.com/alh/issue,Oxford University Press,0896-7148,1468-4365,1996-01-01,Present,,,,,,
1071,Journal of the History of Medicine and Allied Sciences,Oxford Journals (CRKN),https://academic.oup.com/jhmas/issue,Oxford University Press,0022-5045,1468-4373,1996-01-01,Present,,,,,,
1072,Regular and Chaotic Dynamics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11819,Springer Science+Business Media B.V.,1560-3547,1468-4845,2007-01-01,Present,,,,,,
1073,Mycological Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mycological-research,Elsevier Science Limited,0953-7562,1469-8102,1995-01-01,2009-12-31,,,,,,
1074,Nicotine & Tobacco Research,Oxford Journals (CRKN),https://academic.oup.com/ntr/issue,Oxford University Press,1462-2203,1469-994X,1999-03-01,Present,,,,,,
1075,International Relations of the Asia-Pacific,Oxford Journals (CRKN),https://academic.oup.com/irap/issue,Oxford University Press,1470-482X,1470-4838,2001-01-01,Present,,,,,,
1076,"Law, Probability & Risk: A Journal of Reasoning Under Uncertainty",Oxford Journals (CRKN),https://academic.oup.com/lpr/issue,Oxford University Press,1470-8396,1470-840X,2002-07-01,Present,,,,,,
1077,Solar Energy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/solar-energy,Elsevier,0038-092X,1471-1257,1995-01-01,Present,,,,,,
1078,Current opinion in pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-opinion-in-pharmacology,Current Biology Limited,1471-4892,1471-4973,2001-02-01,Present,,,,,,
1079,Trends in Immunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-immunology,Elsevier,1471-4906,1471-4981,2001-01-01,Present,,,,,,
1080,Trends in molecular medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-molecular-medicine,Elsevier,1471-4914,1471-499X,2001-01-01,Present,,,,,,
1081,Trends in Parasitology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-parasitology,Elsevier,1471-4922,1471-5007,2001-01-01,Present,,,,,,
1082,Journal of light metals,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-light-metals,Elsevier Science Limited,1471-5317,1471-5325,2001-02-01,2002-11-30,,,,,,
1083,Science and Public Policy,Oxford Journals (CRKN),https://academic.oup.com/spp/issue,Oxford University Press,0302-3427,1471-5430,1996-02-01,Present,,,,,,
1084,Research Evaluation,Oxford Journals (CRKN),https://academic.oup.com/rev/issue,Oxford University Press,0958-2029,1471-5449,1996-04-01,Present,,,,,,
1085,Science and engineering ethics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11948,Springer Science+Business Media B.V.,1353-3452,1471-5546,1997-01-01,Present,,,,,,
1086,British journal of anaesthesia : BJA,Oxford Journals (CRKN),https://academic.oup.com/bja/issue,Elsevier,0007-0912,1471-6771,2007-01-01,2017-12-31,,,,,,
1087,IMA Journal of Management Mathematics,Oxford Journals (CRKN),https://academic.oup.com/imaman/issue,Oxford University Press,1471-678X,1471-6798,2001-07-01,Present,,,,,,
1088,Year's Work in English Studies,Oxford Journals (CRKN),https://academic.oup.com/ywes/issue,Oxford University Press,0084-4144,1471-6801,1996-01-01,Present,,,,,,
1089,The Year's Work in Critical and Cultural Theory,Oxford Journals (CRKN),https://academic.oup.com/ywcct/issue,Oxford University Press,1077-4254,1471-681X,1996-01-01,Present,,,,,,
1090,Cambridge Quarterly,Oxford Journals (CRKN),https://academic.oup.com/camqtly/issue,Oxford University Press,0008-199X,1471-6836,1996-01-01,Present,,,,,,
1091,Essays in Criticism,Oxford Journals (CRKN),https://academic.oup.com/eic/issue,Oxford University Press,0014-0856,1471-6852,1996-01-01,Present,,,,,,
1092,Forum for Modern Language Studies,Oxford Journals (CRKN),https://academic.oup.com/fmls/issue,Oxford University Press,0015-8518,1471-6860,1996-01-01,Present,,,,,,
1093,IMA journal of mathematics applied in medicine and biology,Oxford Journals (CRKN),https://academic.oup.com/imammb/issue,Oxford University Press,0265-0746,1471-6879,1996-03-01,2002-12-31,,,,,,
1094,IMA Journal of Mathematical Control and Information,Oxford Journals (CRKN),https://academic.oup.com/imamci/issue,Oxford University Press,0265-0754,1471-6887,1996-03-01,Present,,,,,,
1095,International Journal of Public Opinion Research,Oxford Journals (CRKN),https://academic.oup.com/ijpor/issue,Oxford University Press,0954-2892,1471-6909,1996-01-01,Present,,,,,,
1096,Journal of Islamic Studies,Oxford Journals (CRKN),https://academic.oup.com/jis/issue,Oxford University Press,0955-2340,1471-6917,1996-01-01,Present,,,,,,
1097,Journal of Refugee Studies,Oxford Journals (CRKN),https://academic.oup.com/jrs/issue,Oxford University Press,0951-6328,1471-6925,1996-03-01,Present,,,,,,
1098,Notes and Queries,Oxford Journals (CRKN),https://academic.oup.com/nq/issue,Oxford University Press,0029-3970,1471-6941,1996-03-01,Present,,,,,,
1099,Refugee Survey Quarterly,Oxford Journals (CRKN),https://academic.oup.com/rsq/issue,Oxford University Press,1020-4067,1471-695X,1996-01-01,Present,,,,,,
1100,Review of English Studies,Oxford Journals (CRKN),https://academic.oup.com/res/issue,Oxford University Press,0034-6551,1471-6968,1996-02-01,Present,,,,,,
1101,Teaching Mathematics and its Applications: An International Journal of the IMA,Oxford Journals (CRKN),https://academic.oup.com/teamat/issue,Oxford University Press,0268-3679,1471-6976,1996-03-01,Present,,,,,,
1102,British medical bulletin,Oxford Journals (CRKN),https://academic.oup.com/bmb/issue,Oxford University Press,0007-1420,1471-8391,1996-01-01,Present,,,,,,
1103,Occupational medicine,Oxford Journals (CRKN),https://academic.oup.com/occmed/issue,Oxford University Press,0962-7480,1471-8405,1996-02-01,Present,,,,,,
1104,Plant & Cell Physiology,Oxford Journals (CRKN),https://academic.oup.com/pcp/issue,Oxford University Press,0032-0781,1471-9053,1996-01-01,Present,,,,,,
1105,Reproductive BioMedicine Online,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/reproductive-biomedicine-online,Elsevier,1472-6483,1472-6491,2000-01-01,Present,,,,,,
1106,"Lab on a Chip - Microfluidic & nanofluidic technologies for chemistry, physics, biology, and bioengineering",Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1473-0189&date=2001,Royal Society of Chemistry,1473-0197,1473-0189,2001-01-01,Present,,,,,,
1107,The Cerebellum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12311,Springer Science+Business Media B.V.,1473-4222,1473-4230,2002-01-01,Present,,,,,,
1108,"Journal of Hospitality, Leisure, Sport & Tourism Education",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-hospitality-leisure-sport-and-tourism-education,Elsevier,,1473-8376,2012-04-01,Present,,,,,,
1109,European Review of Economic History,Oxford Journals (CRKN),https://academic.oup.com/ereh/issue,Oxford University Press,1361-4916,1474-0044,1997-04-01,Present,,,,,,
1110,Mycologist,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mycologist,Elsevier Science Limited,0269-915X,1474-0605,1995-02-01,2006-11-30,,,,,,
1111,International Journal of Constitutional Law,Oxford Journals (CRKN),https://academic.oup.com/icon/issue,Oxford University Press,1474-2640,1474-2659,2003-01-01,Present,,,,,,
1112,Lancet Infectious Diseases,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-lancet-infectious-diseases,Elsevier,1473-3099,1474-4457,2001-08-01,Present,,,,,,
1113,Lancet Neurology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-lancet-neurology,Elsevier,1474-4422,1474-4465,2002-05-01,Present,,,,,,
1114,The Lancet,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-lancet,Elsevier,0140-6736,1474-547X,1995-01-01,Present,,,,,,
1115,Lancet Oncology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-lancet-oncology,Elsevier,1470-2045,1474-5488,2000-09-01,Present,,,,,,
1116,Photochemical and Photobiological Sciences,Royal Society of Chemistry Gold (CRKN),http://xlink.rsc.org?genre=journal&eissn=1474-9092&date=2002,Royal Society of Chemistry,1474-905X,1474-9092,2002-01-01,Present,,,,,,
1117,Socio-Economic Review,Oxford Journals (CRKN),https://academic.oup.com/ser/issue,Oxford University Press,1475-1461,1475-147X,2003-01-01,Present,,,,,,
1118,In Vitro Cellular & Developmental Biology - Plant,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11627,Society for In Vitro Biology,1054-5476,1475-2689,1997-01-01,Present,,,,,,
1119,The Annals of Occupational Hygiene,Oxford Journals (CRKN),https://academic.oup.com/annweh/issue,Oxford University Press,0003-4878,1475-3162,1996-02-01,Present,,,,,,
1120,The Opera Quarterly,Oxford Journals (CRKN),https://academic.oup.com/oq/issue,Oxford University Press,0736-0053,1476-2870,1996-01-01,Present,,,,,,
1121,Neurotoxicity Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12640,Springer Science+Business Media B.V.,1029-8428,1476-3524,1999-01-01,Present,,,,,,
1122,Contact Lens and Anterior Eye,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/contact-lens-and-anterior-eye,Elsevier,1367-0484,1476-5411,1997-01-01,Present,,,,,,
1123,Journal of Industrial Microbiology and Biotechnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10295,Springer Science+Business Media B.V.,1367-5435,1476-5535,1997-01-01,Present,,,,,,
1124,Journal of Industrial Microbiology and Biotechnology,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10295,Springer Science+Business Media B.V.,1367-5435,1476-5535,1996-09-01,1996-11-30,,,,,,
1125,Public health,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/public-health,W B Saunders Company,0033-3506,1476-5616,1995-01-01,Present,,,,,,
1126,American journal of epidemiology,Oxford Journals (CRKN),https://academic.oup.com/aje/issue,Oxford University Press,0002-9262,1476-6256,1996-01-01,Present,,,,,,
1127,Holocaust and Genocide Studies,Oxford Journals (CRKN),https://academic.oup.com/hgs/issue,Oxford University Press,8756-6583,1476-7937,1996-01-01,Present,,,,,,
1128,Computational biology and chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computational-biology-and-chemistry,Elsevier,1476-9271,1476-928X,2003-02-01,Present,,,,,,
1129,Clinical acupuncture and oriental medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-acupuncture-and-oriental-medicine,Churchill Livingstone,1461-1449,1476-9417,1999-06-01,2003-12-31,,,,,,
1130,Ecological complexity,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/ecological-complexity,Elsevier Science Limited,1476-945X,1476-9840,2004-03-01,Present,,,,,,
1131,Organic & Biomolecular Chemistry,Royal Society of Chemistry Gold (CRKN),https://pubs.rsc.org/en/journals/journalissues/ob#!recentarticles&adv,Royal Society of Chemistry,1477-0520,1477-0539,2003-01-01,Present,,,,,,
1132,German History: Journal of the German History Society,Oxford Journals (CRKN),https://academic.oup.com/gh/issue,Oxford University Press,0266-3554,1477-089X,1996-01-01,Present,,,,,,
1133,Cytotherapy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cytotherapy,Elsevier,1465-3249,1477-2566,1999-01-01,Present,,,,,,
1134,Briefings In Bioinformatics,Oxford Journals (CRKN),https://academic.oup.com/bib/issue,Oxford University Press,1467-5463,1477-4054,2000-01-01,Present,,,,,,
1135,Briefings in functional genomics and proteomics,Oxford Journals (CRKN),https://academic.oup.com/bfg/issue,Oxford University Press,1473-9550,1477-4062,2002-01-01,2009-11-30,,,,,,
1136,Applied Linguistics,Oxford Journals (CRKN),https://academic.oup.com/applij/issue,Oxford University Press,0142-6001,1477-450X,1996-03-01,Present,,,,,,
1137,ELT journal,Oxford Journals (CRKN),https://academic.oup.com/eltj/issue,Oxford University Press,0951-0893,1477-4526,1996-01-01,Present,,,,,,
1138,English Historical Review,Oxford Journals (CRKN),https://academic.oup.com/ehr/issue,Oxford University Press,0013-8266,1477-4534,1996-02-01,Present,,,,,,
1139,French history,Oxford Journals (CRKN),https://academic.oup.com/fh/issue,Oxford University Press,0269-1191,1477-4542,1996-03-01,Present,,,,,,
1140,History Workshop Journal,Oxford Journals (CRKN),https://academic.oup.com/hwj/issue,Oxford University Press,1363-3554,1477-4569,1996-01-01,Present,,,,,,
1141,International Journal of Lexicography,Oxford Journals (CRKN),https://academic.oup.com/ijl/issue,Oxford University Press,0950-3846,1477-4577,1996-03-01,Present,,,,,,
1142,Journal of the American Academy of Religion,Oxford Journals (CRKN),https://academic.oup.com/jaar/issue,Oxford University Press,0002-7189,1477-4585,1996-01-01,Present,,,,,,
1143,Journal of Semantics,Oxford Journals (CRKN),https://academic.oup.com/jos/issue,Oxford University Press,0167-5133,1477-4593,1996-01-01,Present,,,,,,
1144,The Journal of Theological Studies,Oxford Journals (CRKN),https://academic.oup.com/jts/issue,Oxford University Press,0022-5185,1477-4607,1996-04-01,Present,,,,,,
1145,Literary and Linguistic Computing/Digital Scholarship in the Humanities**,Oxford Journals (CRKN),https://academic.oup.com/dsh/issue,Oxford University Press,0268-1145,1477-4615,1996-04-01,2014-12-31,,,,,,
1146,Literature & Theology,Oxford Journals (CRKN),https://academic.oup.com/litthe/issue,Oxford University Press,0269-1205,1477-4623,1996-03-01,Present,,,,,,
1147,Music & Letters,Oxford Journals (CRKN),https://academic.oup.com/ml/issue,Oxford University Press,0027-4224,1477-4631,1996-02-01,Present,,,,,,
1148,Past & Present,Oxford Journals (CRKN),https://academic.oup.com/past/issue,Oxford University Press,0031-2746,1477-464X,1996-02-01,Present,,,,,,
1149,Social History of Medicine,Oxford Journals (CRKN),https://academic.oup.com/shm/issue,Oxford University Press,0951-631X,1477-4666,1996-04-01,Present,,,,,,
1150,Twentieth Century British History,Oxford Journals (CRKN),https://academic.oup.com/tcbh/issue,Oxford University Press,0955-2359,1477-4674,1996-01-01,Present,,,,,,
1151,Journal of Semitic Studies,Oxford Journals (CRKN),https://academic.oup.com/jss/issue,Oxford University Press,0022-4480,1477-8556,1996-01-01,Present,,,,,,
1152,Journal of the History of Collections,Oxford Journals (CRKN),https://academic.oup.com/jhc/issue,Oxford University Press,0954-6650,1477-8564,1996-01-01,Present,,,,,,
1153,Mathematical Medicine & Biology: A Journal of the IMA,Oxford Journals (CRKN),https://academic.oup.com/imammb/issue,Oxford University Press,1477-8599,1477-8602,2003-03-01,Present,,,,,,
1154,Dalton transactions,Royal Society of Chemistry Gold (CRKN),https://pubs.rsc.org/en/journals/journalissues/dt#!recentarticles&adv,Royal Society of Chemistry,1477-9226,1477-9234,2003-01-01,Present,,,,,,
